;Bone,ボーン名,ボーン名(英),変形階層,物理後(0/1),位置_x,位置_y,位置_z,回転(0/1),移動(0/1),IK(0/1),表示(0/1),操作(0/1),親ボーン名,表示先(0:オフセット/1:ボーン),表示先ボーン名,オフセット_x,オフセット_y,オフセット_z,ローカル付与(0/1),回転付与(0/1),移動付与(0/1),付与率,付与親名,軸制限(0/1),制限軸_x,制限軸_y,制限軸_z,ローカル軸(0/1),ローカルX軸_x,ローカルX軸_y,ローカルX軸_z,ローカルZ軸_x,ローカルZ軸_y,ローカルZ軸_z,外部親(0/1),外部親Key,IKTarget名,IKLoop,IK単位角[deg]
Bone,"左ネックレス2","",0,0,0.170416,17.49502,-0.6591106,1,0,0,1,1,"左ネックレス1",0,"",-0.170416,-0.149271,-0.1608249,0,0,0,1,"",0,0,0,0,1,0.7051609,-0.04249437,-0.7077729,-0.6133919,-0.5372838,-0.5788699,0,0,"",0,57.29578
Bone,"ネックレスIK","",1,0,0,17.34575,-0.8199355,1,1,1,1,1,"上半身2",0,"",0,-0.3877239,-0.3505762,0,0,0,1,"",0,0,0,0,1,1,0,0,0,-0.7417467,-0.6706802,0,0,"右ネックレス2先",30,114.5916
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"ネックレスIK","左ネックレス2",0,0,0,0,0,0,0
IKLink,"ネックレスIK","左ネックレス1",0,0,0,0,0,0,0
IKLink,"ネックレスIK","右ネックレス2",0,0,0,0,0,0,0
IKLink,"ネックレスIK","右ネックレス1",0,0,0,0,0,0,0
Bone,"右胸","",0,0,-0.75,16.04939,-1.006287,1,0,0,1,1,"上半身2",0,"",0,0,-1.107388,0,0,0,1,"",0,0,0,0,1,1,0,0,0,0,-1,0,0,"",0,57.29578
Bone,"左胸","",0,0,0.75,16.04939,-1.006287,1,0,0,1,1,"上半身2",0,"",0,0,-1.107388,0,0,0,1,"",0,0,0,0,1,1,0,0,0,0,-1,0,0,"",0,57.29578
Bone,"左肩","shoulder_L",0,0,0.232625,17.44229,0,1,0,0,1,1,"上半身2",0,"",1.039145,-0.03388977,0,0,0,0,1,"",0,0,0,0,1,0,0,1,0.9994686,-0.03259578,0,0,0,"",0,57.29578
Bone,"左腕","arm_L",0,0,1.27177,17.4084,0,1,0,0,1,1,"左肩",1,"左ひじ",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.01652622,0.01387629,0.9997671,0.7262739,-0.6870674,0.02154152,0,0,"",0,57.29578
Bone,"左腕捩","arm twist_L",0,0,2.116086,16.60966,0.02504282,1,0,0,1,1,"左腕",0,"",1.096378,-0.9199772,0.008566495,0,0,0,1,"",1,0.7660283,-0.6427789,0.005985324,1,-0.004584908,0.00384745,0.9999821,0.7660311,-0.6427817,0.00598536,0,0,"",0,57.29578
Bone,"左ひじ","elbow_L",0,0,3.212464,15.68968,0.1573593,1,0,0,1,1,"左腕捩",1,"左手首",0,0,0,0,0,0,1,"",0,0,0,0,1,0.009443879,-0.007923931,0.9999241,0.7690254,-0.6391147,-0.01232782,0,0,"",0,57.29578
Bone,"左手捩","wrist twist_L",0,0,4.383313,14.71662,0.1385901,1,0,0,1,1,"左ひじ",0,"",1.217131,-0.830451,-4.816055E-05,0,0,0,1,"",1,0.8260412,-0.5636097,-3.268555E-05,1,2.527237E-05,-2.112985E-05,1,0.8260413,-0.5636096,-3.278501E-05,0,0,"",0,57.29578
Bone,"左手首","wrist_L",0,0,5.600444,13.88617,0.138542,1,0,0,1,1,"左手捩",0,"",0.482224,-0.5954714,-0.005007029,0,0,0,1,"",0,0,0,0,1,0.005099356,-0.004278988,0.9999776,0.6293077,-0.7770979,-0.006534404,0,0,"",0,57.29578
Bone,"左中指１","middle1_L",0,0,6.276344,13.27483,0.1629283,1,0,0,1,1,"左手首",0,"",0.4026599,-0.3898659,0.0918888,0,0,0,1,"",0,0,0,0,1,-0.1570933,0.06993392,0.9851044,0.7089537,-0.6864265,0.1617863,0,0,"",0,57.29578
Bone,"左中指２","middle2_L",0,0,6.679004,12.88497,0.2548171,1,0,0,1,1,"左中指１",0,"",0.3025832,-0.2929697,0.06905088,0,0,0,1,"",0,0,0,0,1,-0.1570928,0.06993446,0.9851044,0.7089508,-0.6864262,0.1617858,0,0,"",0,57.29578
Bone,"左中指３","middle3_L",0,0,6.981587,12.592,0.3238679,1,0,0,1,1,"左中指２",0,"",0.209981,-0.20331,0.04791856,0,0,0,1,"",0,0,0,0,1,-0.1570933,0.0699335,0.9851046,0.7089646,-0.6864409,0.1617887,0,0,"",0,57.29578
Bone,"左人指１","fore1_L",0,0,6.311214,13.26548,-0.05283821,1,0,0,1,1,"左手首",0,"",0.350677,-0.3518152,0.03380484,0,0,0,1,"",0,0,0,0,1,-0.08200455,0.01401478,0.9965336,0.704342,-0.7066278,0.06789784,0,0,"",0,57.29578
Bone,"左人指２","fore2_L",0,0,6.661891,12.91366,-0.01903337,1,0,0,1,1,"左人指１",0,"",0.2568569,-0.2576895,0.02476063,0,0,0,1,"",0,0,0,0,1,-0.08200407,0.01401472,0.9965335,0.7043364,-0.7066178,0.06789687,0,0,"",0,57.29578
Bone,"左人指３","fore3_L",0,0,6.918748,12.65597,0.005727261,1,0,0,1,1,"左人指２",0,"",0.1679444,-0.1684904,0.01618969,0,0,0,1,"",0,0,0,0,1,-0.08200502,0.01401407,0.9965333,0.7043243,-0.7066122,0.06789602,0,0,"",0,57.29578
Bone,"左親指０","thumb0_L",0,0,5.680833,13.55819,-0.1175276,1,0,0,1,1,"左手首",0,"",0.2015772,-0.2856417,-0.2720781,0,0,0,1,"",0,0,0,0,1,0.4802839,-0.4030809,0.7790079,0.4550289,-0.6447904,-0.6141732,0,0,"",0,57.29578
Bone,"左親指１","thumb1_L",0,0,5.88241,13.27255,-0.3896057,1,0,0,1,1,"左親指０",0,"",0.1533604,-0.2908764,-0.1765364,0,0,0,1,"",0,0,0,0,1,-0.04230201,-0.5345746,0.844062,0.4109126,-0.7793717,-0.4730102,0,0,"",0,57.29578
Bone,"左親指２","thumb2_L",0,0,6.03577,12.98167,-0.5661421,1,0,0,1,1,"左親指１",0,"",0.1499491,-0.2844086,-0.1726102,0,0,0,1,"",0,0,0,0,1,-0.04232693,-0.5345815,0.844056,0.4108987,-0.7793521,-0.472996,0,0,"",0,57.29578
Bone,"左薬指０","",0,0,5.782147,13.62717,0.273785,1,0,0,1,1,"左手首",0,"",0.4102173,-0.3207512,0.07284614,0,0,0,1,"",0,0,0,0,1,-0.1062009,0.0890955,0.9903452,0.7801855,-0.6100317,0.1385451,0,0,"",0,57.29578
Bone,"左薬指１","third1_L",0,0,6.192365,13.30641,0.3466311,1,0,0,1,1,"左薬指０",0,"",0.381917,-0.3462629,0.1183237,0,0,0,1,"",0,0,0,0,1,-0.2040854,0.1074052,0.9730434,0.7220709,-0.6546615,0.2237086,0,0,"",0,57.29578
Bone,"左薬指２","third2_L",0,0,6.574282,12.96015,0.4649548,1,0,0,1,1,"左薬指１",0,"",0.280756,-0.254549,0.08698237,0,0,0,1,"",0,0,0,0,1,-0.2040825,0.1074067,0.9730439,0.7220725,-0.6546713,0.2237088,0,0,"",0,57.29578
Bone,"左薬指３","third3_L",0,0,6.855038,12.7056,0.5519372,1,0,0,1,1,"左薬指２",0,"",0.1884356,-0.170845,0.05838037,0,0,0,1,"",0,0,0,0,1,-0.2040889,0.1074013,0.9730428,0.722051,-0.6546464,0.2237029,0,0,"",0,57.29578
Bone,"左小指０","",0,0,5.728719,13.63364,0.3746474,1,0,0,1,1,"左手首",0,"",0.3210711,-0.3225794,0.1654819,0,0,0,1,"",0,0,0,0,1,-0.2626908,0.2204277,0.9393644,0.6629928,-0.6661071,0.3417104,0,0,"",0,57.29578
Bone,"左小指１","little1_L",0,0,6.04979,13.31106,0.5401294,1,0,0,1,1,"左小指０",0,"",0.2648535,-0.2673979,0.1121855,0,0,0,1,"",0,0,0,0,1,-0.2644155,0.1385185,0.9544093,0.6743961,-0.6808762,0.2856581,0,0,"",0,57.29578
Bone,"左小指２","little2_L",0,0,6.314644,13.04366,0.6523149,1,0,0,1,1,"左小指１",0,"",0.2082653,-0.2102671,0.0882163,0,0,0,1,"",0,0,0,0,1,-0.2644144,0.1385198,0.9544095,0.6743994,-0.6808815,0.2856598,0,0,"",0,57.29578
Bone,"左小指３","little3_L",0,0,6.522909,12.83339,0.7405312,1,0,0,1,1,"左小指２",0,"",0.1471767,-0.1485901,0.06234044,0,0,0,1,"",0,0,0,0,1,-0.2644107,0.1385235,0.9544099,0.6743972,-0.6808738,0.285658,0,0,"",0,57.29578
Bone,"右肩","shoulder_R",0,0,-0.232625,17.44229,0,1,0,0,1,1,"上半身2",0,"",-1.039145,-0.03388977,0,0,0,0,1,"",0,0,0,0,1,0,0,-1,-0.9994686,-0.03259578,0,0,0,"",0,57.29578
Bone,"右腕","arm_R",0,0,-1.27177,17.4084,0,1,0,0,1,1,"右肩",1,"右ひじ",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.01652646,-0.01387632,-0.9997671,-0.7262713,-0.6870674,0.02154168,0,0,"",0,57.29578
Bone,"右腕捩","arm twist_R",0,0,-2.116086,16.60966,0.02504282,1,0,0,1,1,"右腕",0,"",-1.096378,-0.9199772,0.008566495,0,0,0,1,"",1,-0.7660283,-0.6427789,0.005985324,1,-0.004584908,-0.003847569,-0.9999822,-0.7660339,-0.6427843,0.005985458,0,0,"",0,57.29578
Bone,"右ひじ","elbow_R",0,0,-3.212464,15.68968,0.1573593,1,0,0,1,1,"右腕捩",1,"右手首",0,0,0,0,0,0,1,"",0,0,0,0,1,0.009443879,0.007923931,-0.9999241,-0.7690254,-0.6391147,-0.01232782,0,0,"",0,57.29578
Bone,"右手捩","wrist twist_R",0,0,-4.383313,14.71662,0.1385901,1,0,0,1,1,"右ひじ",0,"",-1.217131,-0.830451,-4.816055E-05,0,0,0,1,"",1,-0.8260412,-0.5636097,-3.268555E-05,1,2.527237E-05,2.112985E-05,-1,-0.8260413,-0.5636096,-3.278501E-05,0,0,"",0,57.29578
Bone,"右手首","wrist_R",0,0,-5.600444,13.88617,0.138542,1,0,0,1,1,"右手捩",0,"",-0.482224,-0.5954714,-0.005007029,0,0,0,1,"",0,0,0,0,1,0.005099356,0.004278988,-0.9999776,-0.6293077,-0.7770979,-0.006534404,0,0,"",0,57.29578
Bone,"右中指１","middle1_R",0,0,-6.276344,13.27483,0.1629283,1,0,0,1,1,"右手首",0,"",-0.4026599,-0.3898659,0.0918888,0,0,0,1,"",0,0,0,0,1,-0.1570935,-0.0699338,-0.9851044,-0.7089557,-0.6864295,0.1617869,0,0,"",0,57.29578
Bone,"右中指２","middle2_R",0,0,-6.679004,12.88497,0.2548171,1,0,0,1,1,"右中指１",0,"",-0.3025832,-0.2929697,0.06905088,0,0,0,1,"",0,0,0,0,1,-0.1570928,-0.06993455,-0.9851046,-0.7089646,-0.6864399,0.161789,0,0,"",0,57.29578
Bone,"右中指３","middle3_R",0,0,-6.981587,12.592,0.3238679,1,0,0,1,1,"右中指２",0,"",-0.209981,-0.20331,0.04791856,0,0,0,1,"",0,0,0,0,1,-0.1570933,-0.06993353,-0.9851046,-0.7089646,-0.6864409,0.1617887,0,0,"",0,57.29578
Bone,"右人指１","fore1_R",0,0,-6.311214,13.26548,-0.05283821,1,0,0,1,1,"右手首",0,"",-0.350677,-0.3518152,0.03380484,0,0,0,1,"",0,0,0,0,1,-0.08200431,-0.01401481,-0.9965335,-0.7043366,-0.7066227,0.06789719,0,0,"",0,57.29578
Bone,"右人指２","fore2_R",0,0,-6.661891,12.91366,-0.01903337,1,0,0,1,1,"右人指１",0,"",-0.2568569,-0.2576895,0.02476063,0,0,0,1,"",0,0,0,0,1,-0.08200395,-0.01401475,-0.9965335,-0.7043347,-0.7066172,0.06789666,0,0,"",0,57.29578
Bone,"右人指３","fore3_R",0,0,-6.918748,12.65597,0.005727261,1,0,0,1,1,"右人指２",0,"",-0.1679444,-0.1684904,0.01618969,0,0,0,1,"",0,0,0,0,1,-0.08200502,-0.01401404,-0.9965332,-0.7043183,-0.7066081,0.06789544,0,0,"",0,57.29578
Bone,"右親指０","thumb0_R",0,0,-5.680833,13.55819,-0.1175276,1,0,0,1,1,"右手首",0,"",-0.2015772,-0.2856417,-0.2720781,0,0,0,1,"",0,0,0,0,1,0.4802839,0.4030809,-0.7790079,-0.4550289,-0.6447904,-0.6141732,0,0,"",0,57.29578
Bone,"右親指１","thumb1_R",0,0,-5.88241,13.27255,-0.3896057,1,0,0,1,1,"右親指０",0,"",-0.1533604,-0.2908764,-0.1765364,0,0,0,1,"",0,0,0,0,1,-0.04230213,0.5345746,-0.844062,-0.4109131,-0.7793729,-0.4730108,0,0,"",0,57.29578
Bone,"右親指２","thumb2_R",0,0,-6.03577,12.98167,-0.5661421,1,0,0,1,1,"右親指１",0,"",-0.1499491,-0.2844086,-0.1726102,0,0,0,1,"",0,0,0,0,1,-0.04232693,0.5345817,-0.8440562,-0.4109088,-0.779371,-0.4730076,0,0,"",0,57.29578
Bone,"右薬指０","",0,0,-5.782147,13.62717,0.273785,1,0,0,1,1,"右手首",0,"",-0.4102173,-0.3207512,0.07284614,0,0,0,1,"",0,0,0,0,1,-0.1062009,-0.08909535,-0.9903452,-0.7801844,-0.6100305,0.1385448,0,0,"",0,57.29578
Bone,"右薬指１","third1_R",0,0,-6.192365,13.30641,0.3466311,1,0,0,1,1,"右薬指０",0,"",-0.381917,-0.3462629,0.1183237,0,0,0,1,"",0,0,0,0,1,-0.2040854,-0.107405,-0.9730434,-0.7220694,-0.65466,0.223708,0,0,"",0,57.29578
Bone,"右薬指２","third2_R",0,0,-6.574282,12.96015,0.4649548,1,0,0,1,1,"右薬指１",0,"",-0.280756,-0.254549,0.08698237,0,0,0,1,"",0,0,0,0,1,-0.2040826,-0.1074067,-0.9730439,-0.7220746,-0.654673,0.2237095,0,0,"",0,57.29578
Bone,"右薬指３","third3_R",0,0,-6.855038,12.7056,0.5519372,1,0,0,1,1,"右薬指２",0,"",-0.1884356,-0.170845,0.05838037,0,0,0,1,"",0,0,0,0,1,-0.2040889,-0.1074012,-0.9730428,-0.7220493,-0.6546457,0.2237024,0,0,"",0,57.29578
Bone,"右小指０","",0,0,-5.728719,13.63364,0.3746474,1,0,0,1,1,"右手首",0,"",-0.3210711,-0.3225794,0.1654819,0,0,0,1,"",0,0,0,0,1,-0.2626905,-0.2204279,-0.9393643,-0.6629875,-0.6661015,0.3417076,0,0,"",0,57.29578
Bone,"右小指１","little1_R",0,0,-6.04979,13.31106,0.5401294,1,0,0,1,1,"右小指０",0,"",-0.2648535,-0.2673979,0.1121855,0,0,0,1,"",0,0,0,0,1,-0.2644155,-0.1385185,-0.9544093,-0.6743961,-0.6808762,0.2856581,0,0,"",0,57.29578
Bone,"右小指２","little2_R",0,0,-6.314644,13.04366,0.6523149,1,0,0,1,1,"右小指１",0,"",-0.2082653,-0.2102671,0.0882163,0,0,0,1,"",0,0,0,0,1,-0.2644144,-0.1385197,-0.9544095,-0.6743986,-0.6808812,0.2856595,0,0,"",0,57.29578
Bone,"右小指３","little3_R",0,0,-6.522909,12.83339,0.7405312,1,0,0,1,1,"右小指２",0,"",-0.1471767,-0.1485901,0.06234044,0,0,0,1,"",0,0,0,0,1,-0.2644107,-0.1385236,-0.9544098,-0.6743923,-0.6808684,0.285656,0,0,"",0,57.29578
Bone,"首","neck",0,0,0,17.68611,0,1,0,0,1,1,"上半身2",0,"",0,1.061951,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"頭","head",0,0,0,18.74806,0,1,0,0,1,1,"首",0,"",0,1.760965,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"髪0000","",0,0,0,19.78624,0,1,0,0,0,1,"頭",0,"",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"右後髪0501","",0,0,-0.7218636,20.29579,1.026955,1,0,0,1,1,"髪0000",0,"",-0.5264255,-2.168148,0.5093342,0,0,0,1,"",0,0,0,0,1,-0.5958898,-0.04369256,-0.8018769,-0.2300298,-0.9474066,0.2225617,0,0,"",0,57.29578
Bone,"右後髪0502","",0,0,-1.248289,18.12764,1.536289,1,0,0,1,1,"右後髪0501",0,"",-0.3825859,-1.786819,0.3885815,0,0,0,1,"",0,0,0,0,1,-0.579716,-0.05270225,-0.8131125,-0.2047918,-0.9564552,0.2080013,0,0,"",0,57.29578
Bone,"右後髪0503","",0,0,-1.630875,16.34082,1.924871,1,0,0,1,1,"右後髪0502",0,"",-0.4763464,-1.815089,0.4293611,0,0,0,1,"",0,0,0,0,1,-0.5783348,-0.0409584,-0.8147707,-0.2474467,-0.9428806,0.2230394,0,0,"",0,57.29578
Bone,"右後髪0504","",0,0,-2.107221,14.52573,2.354232,1,0,0,1,1,"右後髪0503",0,"",-0.3563902,-2.030803,0.3387568,0,0,0,1,"",0,0,0,0,1,-0.5786709,-0.03436992,-0.8148366,-0.1705638,-0.9719165,0.1621245,0,0,"",0,57.29578
Bone,"右後髪0505","",0,0,-2.463612,12.49493,2.692989,1,0,0,1,1,"右後髪0504",0,"",-0.08098125,-2.178246,0.1385138,0,0,0,1,"",0,0,0,0,1,-0.5800483,-0.03019875,-0.8140222,-0.03707711,-0.9973046,0.06341825,0,0,"",0,57.29578
Bone,"右後髪0506","",0,0,-2.544593,10.31668,2.831502,1,0,0,1,1,"右後髪0505",0,"",0.04089141,-2.218186,0.03065372,0,0,0,1,"",0,0,0,0,1,-0.5798218,-0.0219439,-0.8144478,0.01842983,-0.99974,0.01381572,0,0,"",0,57.29578
Bone,"右後髪0507","",0,0,-2.503701,8.098494,2.862156,1,0,0,1,1,"右後髪0506",0,"",0.04170656,-2.444614,0.009018183,0,0,0,1,"",0,0,0,0,1,-0.5795299,-0.01289305,-0.8148491,0.01705803,-0.9998541,0.00368845,0,0,"",0,57.29578
Bone,"右後髪0508","",0,0,-2.461995,5.653879,2.871174,1,0,0,1,1,"右後髪0507",0,"",0.1194732,-2.116629,-0.08089447,0,0,0,1,"",0,0,0,0,1,-0.57915,-0.001533687,-0.8152195,0.05631426,-0.9976829,-0.03812994,0,0,"",0,57.29578
Bone,"右後髪0509","",0,0,-2.342522,3.53725,2.79028,1,0,0,1,1,"右後髪0508",0,"",0.1625688,-2.112824,-0.09500504,0,0,0,1,"",0,0,0,0,1,-0.5792263,-0.007914901,-0.8151283,0.07664001,-0.996051,-0.04478836,0,0,"",0,57.29578
Bone,"左後髪0501","",0,0,0.7218636,20.29579,1.026955,1,0,0,1,1,"髪0000",0,"",0.5264255,-2.168148,0.5093342,0,0,0,1,"",0,0,0,0,1,-0.5958896,0.04369247,0.8018769,0.2300268,-0.9473941,0.2225586,0,0,"",0,57.29578
Bone,"左後髪0502","",0,0,1.248289,18.12764,1.536289,1,0,0,1,1,"左後髪0501",0,"",0.3825859,-1.786819,0.3885815,0,0,0,1,"",0,0,0,0,1,-0.579716,0.05270228,0.8131125,0.2047919,-0.9564553,0.2080013,0,0,"",0,57.29578
Bone,"左後髪0503","",0,0,1.630875,16.34082,1.924871,1,0,0,1,1,"左後髪0502",0,"",0.4763464,-1.815089,0.4293611,0,0,0,1,"",0,0,0,0,1,-0.5783348,0.0409584,0.8147709,0.2474509,-0.9428951,0.223043,0,0,"",0,57.29578
Bone,"左後髪0504","",0,0,2.107221,14.52573,2.354232,1,0,0,1,1,"左後髪0503",0,"",0.3563902,-2.030803,0.3387568,0,0,0,1,"",0,0,0,0,1,-0.578671,0.03436998,0.8148364,0.1705618,-0.9719045,0.1621227,0,0,"",0,57.29578
Bone,"左後髪0505","",0,0,2.463612,12.49493,2.692989,1,0,0,1,1,"左後髪0504",0,"",0.08098125,-2.178246,0.1385138,0,0,0,1,"",0,0,0,0,1,-0.5800478,0.03019875,0.8140223,0.03707628,-0.9972852,0.06341691,0,0,"",0,57.29578
Bone,"左後髪0506","",0,0,2.544593,10.31668,2.831502,1,0,0,1,1,"左後髪0505",0,"",-0.04089141,-2.218186,0.03065372,0,0,0,1,"",0,0,0,0,1,-0.5798215,0.02194387,0.8144479,-0.01842968,-0.9997288,0.01381549,0,0,"",0,57.29578
Bone,"左後髪0507","",0,0,2.503701,8.098494,2.862156,1,0,0,1,1,"左後髪0506",0,"",-0.04170656,-2.444614,0.009018183,0,0,0,1,"",0,0,0,0,1,-0.5795295,0.01289308,0.814849,-0.01705775,-0.9998305,0.003688319,0,0,"",0,57.29578
Bone,"左後髪0508","",0,0,2.461995,5.653879,2.871174,1,0,0,1,1,"左後髪0507",0,"",-0.1194732,-2.116629,-0.08089447,0,0,0,1,"",0,0,0,0,1,-0.5791503,0.001533657,0.8152194,-0.05631455,-0.9976899,-0.03813019,0,0,"",0,57.29578
Bone,"左後髪0509","",0,0,2.342522,3.53725,2.79028,1,0,0,1,1,"左後髪0508",0,"",-0.1625688,-2.112824,-0.09500504,0,0,0,1,"",0,0,0,0,1,-0.5792263,0.007914871,0.8151284,-0.07664014,-0.9960547,-0.04478845,0,0,"",0,57.29578
Bone,"右後髪0401","",0,0,-0.6331182,20.19074,0.8541746,1,0,0,1,1,"髪0000",0,"",-0.923825,-0.4337063,0.907198,0,0,0,1,"",0,0,0,0,1,-0.7038267,0.01356285,-0.7102423,-0.6765545,-0.3176207,0.6643779,0,0,"",0,57.29578
Bone,"右後髪0402","",0,0,-1.556943,19.75704,1.761373,1,0,0,1,1,"右後髪0401",0,"",-0.3521824,-1.284967,0.5562007,0,0,0,1,"",0,0,0,0,1,-0.6908294,-0.1193264,-0.713103,-0.243928,-0.8899924,0.385235,0,0,"",0,57.29578
Bone,"右後髪0403","",0,0,-1.909126,18.47207,2.317573,1,0,0,1,1,"右後髪0402",0,"",-0.2578688,-1.685177,0.4857869,0,0,0,1,"",0,0,0,0,1,-0.6595144,-0.1132952,-0.7431049,-0.1454704,-0.9506513,0.2740448,0,0,"",0,57.29578
Bone,"右リボン21","",0,0,-0.9794288,19.85031,1.006143,1,0,0,1,1,"右後髪0401",0,"",0.2227792,-0.6829453,0.3858033,0,0,0,1,"",0,0,0,0,1,-0.9121106,-0.06928266,0.4040477,0.2732173,-0.8375665,0.473151,0,0,"",0,57.29578
Bone,"右リボン22","",0,0,-0.7566497,19.16736,1.391946,1,0,0,1,1,"右リボン21",0,"",0.3329247,-1.027817,0.4312977,0,0,0,1,"",0,0,0,0,1,-0.8912051,-0.1033373,0.4416727,0.2861885,-0.8835309,0.3707517,0,0,"",0,57.29578
Bone,"右リボン11","",0,0,-1.176091,19.77418,0.748638,1,0,0,1,1,"右後髪0401",0,"",-0.3561326,-0.6476574,-0.2724159,0,0,0,1,"",0,0,0,0,1,0.603617,0.0034284,-0.7972671,-0.4521068,-0.8221942,-0.3458291,0,0,"",0,57.29578
Bone,"右リボン12","",0,0,-1.532224,19.12652,0.4762222,1,0,0,1,1,"右リボン11",0,"",-0.316752,-0.908371,-0.2264287,0,0,0,1,"",0,0,0,0,1,0.5167705,0.03304651,-0.8554859,-0.3205012,-0.9191233,-0.2291088,0,0,"",0,57.29578
Bone,"左後髪0401","",0,0,0.6331182,20.19074,0.8541746,1,0,0,1,1,"髪0000",0,"",0.923825,-0.4337063,0.907198,0,0,0,1,"",0,0,0,0,1,-0.7038267,-0.01356301,0.7102422,0.6765517,-0.3176193,0.6643751,0,0,"",0,57.29578
Bone,"左後髪0402","",0,0,1.556943,19.75704,1.761373,1,0,0,1,1,"左後髪0401",0,"",0.3521824,-1.284967,0.5562007,0,0,0,1,"",0,0,0,0,1,-0.6908292,0.1193264,0.7131031,0.2439269,-0.8899875,0.385233,0,0,"",0,57.29578
Bone,"左後髪0403","",0,0,1.909126,18.47207,2.317573,1,0,0,1,1,"左後髪0402",0,"",0.2578688,-1.685177,0.4857869,0,0,0,1,"",0,0,0,0,1,-0.6595144,0.1132952,0.7431049,0.1454704,-0.9506513,0.2740448,0,0,"",0,57.29578
Bone,"左リボン21","",0,0,0.9794288,19.85031,1.006143,1,0,0,1,1,"左後髪0401",0,"",-0.2227792,-0.6829453,0.3858033,0,0,0,1,"",0,0,0,0,1,-0.9121106,0.0692827,-0.4040476,-0.2732161,-0.8375638,0.4731488,0,0,"",0,57.29578
Bone,"左リボン22","",0,0,0.7566497,19.16736,1.391946,1,0,0,1,1,"左リボン21",0,"",-0.3329247,-1.027817,0.4312977,0,0,0,1,"",0,0,0,0,1,-0.8912051,0.1033374,-0.4416727,-0.2861887,-0.8835315,0.3707519,0,0,"",0,57.29578
Bone,"左リボン11","",0,0,1.176091,19.77418,0.748638,1,0,0,1,1,"左後髪0401",0,"",0.3561326,-0.6476574,-0.2724159,0,0,0,1,"",0,0,0,0,1,0.603617,-0.0034284,0.7972671,0.4521068,-0.8221942,-0.3458291,0,0,"",0,57.29578
Bone,"左リボン12","",0,0,1.532224,19.12652,0.4762222,1,0,0,1,1,"左リボン11",0,"",0.316752,-0.908371,-0.2264287,0,0,0,1,"",0,0,0,0,1,0.5167705,-0.03304651,0.8554859,0.3205012,-0.9191233,-0.2291088,0,0,"",0,57.29578
Bone,"右後髪0301","",0,0,-0.756014,19.07223,0.2332681,1,0,0,1,1,"髪0000",0,"",0,-0.5194473,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"右後髪0302","",0,0,-0.756014,18.55278,0.2332681,1,0,0,1,1,"右後髪0301",0,"",0,-0.6085968,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"左後髪0301","",0,0,0.756014,19.07223,0.2332681,1,0,0,1,1,"髪0000",0,"",0,-0.5194473,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"左後髪0302","",0,0,0.756014,18.55278,0.2332681,1,0,0,1,1,"左後髪0301",0,"",0,-0.6085968,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"右後髪0201","",0,0,-0.5528691,19.35394,0.7812731,1,0,0,1,1,"髪0000",0,"",0,-1.06543,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"左後髪0201","",0,0,0.5528691,19.35394,0.7812731,1,0,0,1,1,"髪0000",0,"",0,-1.06543,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"後髪0101","",0,0,0,19.35394,0.9689329,1,0,0,1,1,"髪0000",0,"",0,-1.06543,0,0,0,0,1,"",0,0,0,0,1,-0.9999999,0,0,0,-0.999989,-5.960399E-08,0,0,"",0,57.29578
Bone,"左前髪0301","",0,0,0.7863916,19.39989,-0.3688362,1,0,0,1,1,"髪0000",0,"",0,-0.696455,0,0,0,0,1,"",0,0,0,0,1,1,0,0,0,-0.9999999,-5.960464E-08,0,0,"",0,57.29578
Bone,"右前髪0301","",0,0,-0.7863916,19.39989,-0.3688362,1,0,0,1,1,"髪0000",0,"",0,-0.696455,0,0,0,0,1,"",0,0,0,0,1,1,0,0,0,-0.9999999,-5.960464E-08,0,0,"",0,57.29578
