;Joint,Joint名,Joint名(英),剛体名A,剛体名B,Jointタイプ(0:ﾊﾞﾈ付6DOF/1:6DOF/2:ConeTwist/3:P2P/4:Slider/5:Hinge/),位置_x,位置_y,位置_z,回転_x[deg],回転_y[deg],回転_z[deg],移動下限_x,移動下限_y,移動下限_z,移動上限_x,移動上限_y,移動上限_z,回転下限_x[deg],回転下限_y[deg],回転下限_z[deg],回転上限_x[deg],回転上限_y[deg],回転上限_z[deg],バネ定数-移動_x,バネ定数-移動_y,バネ定数-移動_z,バネ定数-回転_x,バネ定数-回転_y,バネ定数-回転_z
Joint,"左スカート21_","","左スカート21","下半身_1",0,1.871477,12.8624,0.07891774,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート15_","","左スカート15","左スカート14",0,2.759019,4.902694,-0.3039043,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート14_","","左スカート14","左スカート13",0,2.516159,6.837725,-0.3624996,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート13_","","左スカート13","左スカート12",0,2.292964,8.939864,-0.3573143,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート12_","","左スカート12","左スカート11",0,2.085081,11.06764,-0.4040792,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート11_","","左スカート11","下半身_1",0,1.860648,12.8624,-0.5284371,0,0,0,0,0,0,0,0,0,-60,-30,-60,60,30,60,0,0,0,0,0,0
Joint,"左スカート12s","","左スカート11","左スカート21",0,2.085081,11.06764,-0.4040792,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート22s","","左スカート21","左スカート31",0,2.07047,11.06764,0.2032757,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート32s","","左スカート31","左スカート41",0,1.981744,11.06764,0.737005,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート42s","","左スカート41","左スカート51",0,1.630647,11.06764,0.9425232,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート52s","","左スカート51","左スカート61",0,1.235024,11.06764,1.301355,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート62s","","左スカート61","スカート71",0,0.5884829,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート72s","","スカート71","右スカート61",0,0,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート62s","","右スカート61","右スカート51",0,-0.5884829,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート52s","","右スカート51","右スカート41",0,-1.235024,11.06764,1.301355,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート42s","","右スカート41","右スカート31",0,-1.630647,11.06764,0.9425232,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート32s","","右スカート31","右スカート21",0,-1.981744,11.06764,0.737005,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート22s","","右スカート21","右スカート11",0,-2.07047,11.06764,0.2032757,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート13s","","左スカート12","左スカート22",0,2.292964,8.939864,-0.3573143,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート23s","","左スカート22","左スカート32",0,2.228301,8.939864,0.2500405,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート33s","","左スカート32","左スカート42",0,2.23502,8.939864,0.8350635,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート43s","","左スカート42","左スカート52",0,1.753885,8.939864,1.117088,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート53s","","左スカート52","左スカート62",0,1.251054,8.939864,1.475647,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート63s","","左スカート62","スカート72",0,0.5884829,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート73s","","スカート72","右スカート62",0,0,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート63s","","右スカート62","右スカート52",0,-0.5884829,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート53s","","右スカート52","右スカート42",0,-1.251054,8.939864,1.475647,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート43s","","右スカート42","右スカート32",0,-1.753885,8.939864,1.117088,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート33s","","右スカート32","右スカート22",0,-2.23502,8.939864,0.8350635,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート23s","","右スカート22","右スカート12",0,-2.228301,8.939864,0.2500405,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート14s","","左スカート13","左スカート23",0,2.516159,6.837725,-0.3624996,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート24s","","左スカート23","左スカート33",0,2.299704,6.837725,0.2448553,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート34s","","左スカート33","左スカート43",0,2.453506,6.837725,0.8701497,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート44s","","左スカート43","左スカート53",0,1.877123,6.837725,1.220489,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート54s","","左スカート53","左スカート63",0,1.343273,6.837725,1.579047,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート64s","","左スカート63","スカート73",0,0.5884829,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート74s","","スカート73","右スカート63",0,0,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート64s","","右スカート63","右スカート53",0,-0.5884829,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート54s","","右スカート53","右スカート43",0,-1.343273,6.837725,1.579047,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート44s","","右スカート43","右スカート33",0,-1.877123,6.837725,1.220489,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート34s","","右スカート33","右スカート23",0,-2.453506,6.837725,0.8701497,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート24s","","右スカート23","右スカート13",0,-2.299704,6.837725,0.2448553,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート15s","","左スカート14","左スカート24",0,2.759019,4.902694,-0.3039043,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート25s","","左スカート24","左スカート34",0,2.441523,4.902694,0.3034506,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート35s","","左スカート34","左スカート44",0,2.628247,5.359263,0.87241,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート45s","","左スカート44","左スカート54",0,1.975302,5.357889,1.249954,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート55s","","左スカート54","左スカート64",0,1.343273,5.35614,1.608629,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート65s","","左スカート64","スカート74",0,0.5884829,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート75s","","スカート74","右スカート64",0,0,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート65s","","右スカート64","右スカート54",0,-0.5884829,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート55s","","右スカート54","右スカート44",0,-1.343273,5.35614,1.608629,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート45s","","右スカート44","右スカート34",0,-1.975302,5.35789,1.249954,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート35s","","右スカート34","右スカート24",0,-2.628247,5.359263,0.87241,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート25s","","右スカート24","右スカート14",0,-2.441523,4.902694,0.3034506,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート16s","","左スカート15","左スカート25",0,2.939226,3.102714,-0.2493986,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート16s","","右スカート15","右スカート25",0,-2.939226,3.102714,-0.2493986,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート12s_","","右スカート11","右スカート21",0,-2.085081,11.06764,-0.4040792,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート22s_","","右スカート21","右スカート31",0,-2.07047,11.06764,0.2032757,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート32s_","","右スカート31","右スカート41",0,-1.981744,11.06764,0.737005,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート42s_","","右スカート41","右スカート51",0,-1.630647,11.06764,0.9425232,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート52s_","","右スカート51","右スカート61",0,-1.235024,11.06764,1.301355,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート62s_","","右スカート61","スカート71",0,-0.5884829,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート72s_","","スカート71","左スカート61",0,0,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート62s_","","左スカート61","左スカート51",0,0.5884829,11.06764,1.19878,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート52s_","","左スカート51","左スカート41",0,1.235024,11.06764,1.301355,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート42s_","","左スカート41","左スカート31",0,1.630647,11.06764,0.9425232,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート32s_","","左スカート31","左スカート21",0,1.981744,11.06764,0.737005,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート22s_","","左スカート21","左スカート11",0,2.07047,11.06764,0.2032757,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート13s_","","右スカート12","右スカート22",0,-2.292964,8.939864,-0.3573143,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート23s_","","右スカート22","右スカート32",0,-2.228301,8.939864,0.2500405,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート33s_","","右スカート32","右スカート42",0,-2.23502,8.939864,0.8350635,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート43s_","","右スカート42","右スカート52",0,-1.753885,8.939864,1.117088,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート53s_","","右スカート52","右スカート62",0,-1.251054,8.939864,1.475647,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート63s_","","右スカート62","スカート72",0,-0.5884829,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート73s_","","スカート72","左スカート62",0,0,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート63s_","","左スカート62","左スカート52",0,0.5884829,8.939864,1.296839,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート53s_","","左スカート52","左スカート42",0,1.251054,8.939864,1.475647,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート43s_","","左スカート42","左スカート32",0,1.753885,8.939864,1.117088,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート33s_","","左スカート32","左スカート22",0,2.23502,8.939864,0.8350635,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート23s_","","左スカート22","左スカート12",0,2.228301,8.939864,0.2500405,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート14s_","","右スカート13","右スカート23",0,-2.516159,6.837725,-0.3624996,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート24s_","","右スカート23","右スカート33",0,-2.299704,6.837725,0.2448553,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート34s_","","右スカート33","右スカート43",0,-2.453506,6.837725,0.8701497,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート44s_","","右スカート43","右スカート53",0,-1.877123,6.837725,1.220489,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート54s_","","右スカート53","右スカート63",0,-1.343273,6.837725,1.579047,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート64s_","","右スカート63","スカート73",0,-0.5884829,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート74s_","","スカート73","左スカート63",0,0,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート64s_","","左スカート63","左スカート53",0,0.5884829,6.837725,1.400239,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート54s_","","左スカート53","左スカート43",0,1.343273,6.837725,1.579047,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート44s_","","左スカート43","左スカート33",0,1.877123,6.837725,1.220489,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート34s_","","左スカート33","左スカート23",0,2.453506,6.837725,0.8701497,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート24s_","","左スカート23","左スカート13",0,2.299704,6.837725,0.2448553,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート15s_","","右スカート14","右スカート24",0,-2.759019,4.902694,-0.3039043,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート25s_","","右スカート24","右スカート34",0,-2.441523,4.902694,0.3034506,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート35s_","","右スカート34","右スカート44",0,-2.628247,5.359263,0.87241,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート45s_","","右スカート44","右スカート54",0,-1.975302,5.35789,1.249954,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート55s_","","右スカート54","右スカート64",0,-1.343273,5.35614,1.608629,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート65s_","","右スカート64","スカート74",0,-0.5884829,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"スカート75s_","","スカート74","左スカート64",0,0,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート65s_","","左スカート64","左スカート54",0,0.5884829,5.357012,1.429762,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート55s_","","左スカート54","左スカート44",0,1.343273,5.35614,1.608629,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート45s_","","左スカート44","左スカート34",0,1.975302,5.357889,1.249954,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート35s_","","左スカート34","左スカート24",0,2.628247,5.359263,0.87241,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート25s_","","左スカート24","左スカート14",0,2.441523,4.902694,0.3034506,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右スカート26s_","","右スカート25","右スカート15",0,-2.556908,3.106656,0.3578369,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左スカート26s_","","左スカート25","左スカート15",0,2.556908,3.106656,0.3578369,0,0,0,-0.2,-0.2,-0.2,0.2,0.2,0.2,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0509_","","右後髪0509","右後髪0508",0,-2.342522,3.53725,2.79028,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0508_","","右後髪0508","右後髪0507",0,-2.461995,5.653879,2.871174,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0507_","","右後髪0507","右後髪0506",0,-2.503701,8.098494,2.862156,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0506_","","右後髪0506","右後髪0505",0,-2.544593,10.31668,2.831502,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0505_","","右後髪0505","右後髪0504",0,-2.463612,12.49493,2.692989,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0504_","","右後髪0504","右後髪0503",0,-2.107221,14.52573,2.354232,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0503_","","右後髪0503","右後髪0502",0,-1.630875,16.34082,1.924871,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0502_","","右後髪0502","右後髪0501",0,-1.248289,18.12764,1.536289,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0501_","","右後髪0501","頭_1",0,-0.7218636,20.29579,1.026955,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0509_","","左後髪0509","左後髪0508",0,2.342522,3.53725,2.79028,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0508_","","左後髪0508","左後髪0507",0,2.461995,5.653879,2.871174,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0507_","","左後髪0507","左後髪0506",0,2.503701,8.098494,2.862156,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0506_","","左後髪0506","左後髪0505",0,2.544593,10.31668,2.831502,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0505_","","左後髪0505","左後髪0504",0,2.463612,12.49493,2.692989,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0504_","","左後髪0504","左後髪0503",0,2.107221,14.52573,2.354232,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0503_","","左後髪0503","左後髪0502",0,1.630875,16.34082,1.924871,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0502_","","左後髪0502","左後髪0501",0,1.248289,18.12764,1.536289,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"左後髪0501_","","左後髪0501","頭_1",0,0.7218636,20.29579,1.026955,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,0,0,0
Joint,"右後髪0403_","","右後髪0403","右後髪0402",0,-1.909126,18.47207,2.317573,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,10,10,10
Joint,"右後髪0402_","","右後髪0402","右後髪0401",0,-1.556943,19.75704,1.761373,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,10,10,10
Joint,"右後髪0401_","","右後髪0401","頭_1",0,-0.6331182,20.19074,0.8541746,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,10,10,10
Joint,"左後髪0403_","","左後髪0403","左後髪0402",0,1.909126,18.47207,2.317573,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,10,10,10
Joint,"左後髪0402_","","左後髪0402","左後髪0401",0,1.556943,19.75704,1.761373,0,0,0,0,0,0,0,0,0,-30,-30,-30,30,30,30,0,0,0,10,10,10
Joint,"左後髪0401_","","左後髪0401","頭_1",0,0.6331182,20.19074,0.8541746,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,10,10,10
Joint,"右リボン22_","","右リボン22","右リボン21",0,-0.7566497,19.16736,1.391946,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"右リボン21_","","右リボン21","右後髪0401",0,-0.9794288,19.85031,1.006143,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"右リボン12_","","右リボン12","右リボン11",0,-1.532224,19.12652,0.4762222,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"右リボン11_","","右リボン11","右後髪0401",0,-1.176091,19.77418,0.748638,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"左リボン22_","","左リボン22","左リボン21",0,0.7566497,19.16736,1.391946,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"左リボン21_","","左リボン21","左後髪0401",0,0.9794288,19.85031,1.006143,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
Joint,"左リボン12_","","左リボン12","左リボン11",0,1.532224,19.12652,0.4762222,0,0,0,0,0,0,0,0,0,-10,-10,-10,10,10,10,0,0,0,5,5,5
